Region,Indicator,Year,value
 Bayan-Ulgii, Psychiatrists,2024,3.0
 Bayan-Ulgii, Psychiatrists,2023,3.0
 Bayan-Ulgii, Psychiatrists,2022,1.0
 Bayan-Ulgii, Psychiatrists,2021,1.0
 Bayan-Ulgii, Psychiatrists,2020,1.0
 Bayan-Ulgii, Psychiatrists,2019,1.0
 Bayan-Ulgii, Psychiatrists,2018,2.0
 Bayan-Ulgii, Psychiatrists,2017,2.0
 Bayan-Ulgii, Psychiatrists,2016,2.0
 Bayan-Ulgii, Psychiatrists,2015,2.0
 Bayan-Ulgii, Ophtalmologists,2025,1.0
 Bayan-Ulgii, Ophtalmologists,2024,1.0
 Bayan-Ulgii, Ophtalmologists,2023,1.0
 Bayan-Ulgii, Ophtalmologists,2022,2.0
 Bayan-Ulgii, Ophtalmologists,2021,1.0
 Bayan-Ulgii, Ophtalmologists,2020,1.0
 Bayan-Ulgii, Ophtalmologists,2019,1.0
 Bayan-Ulgii, Ophtalmologists,2018,2.0
 Bayan-Ulgii, Ophtalmologists,2017,2.0
 Bayan-Ulgii, Ophtalmologists,2016,2.0
 Bayan-Ulgii, Ophtalmologists,2015,2.0
 Bayan-Ulgii, Otorhinolaryngologists,2025,1.0
 Bayan-Ulgii, Otorhinolaryngologists,2024,2.0
 Bayan-Ulgii, Otorhinolaryngologists,2023,2.0
 Bayan-Ulgii, Otorhinolaryngologists,2022,4.0
 Bayan-Ulgii, Otorhinolaryngologists,2021,3.0
 Bayan-Ulgii, Otorhinolaryngologists,2020,3.0
 Bayan-Ulgii, Otorhinolaryngologists,2019,2.0
 Bayan-Ulgii, Otorhinolaryngologists,2018,2.0
 Bayan-Ulgii, Otorhinolaryngologists,2017,1.0
 Bayan-Ulgii, Otorhinolaryngologists,2016,1.0
 Bayan-Ulgii, Otorhinolaryngologists,2015,1.0
 Bayan-Ulgii, Dermatologists,2025,1.0
 Bayan-Ulgii, Dermatologists,2024,3.0
 Bayan-Ulgii, Dermatologists,2023,3.0
 Bayan-Ulgii, Dermatologists,2022,3.0
 Bayan-Ulgii, Dermatologists,2021,3.0
 Bayan-Ulgii, Dermatologists,2020,3.0
 Bayan-Ulgii, Dermatologists,2019,0.0
 Bayan-Ulgii, Dermatologists,2018,0.0
 Bayan-Ulgii, Dermatologists,2017,0.0
 Bayan-Ulgii, Dermatologists,2016,0.0
 Bayan-Ulgii, Dermatologists,2015,0.0
 Bayan-Ulgii, Infections,2025,27.0
 Bayan-Ulgii, Infections,2024,25.0
 Bayan-Ulgii, Infections,2023,23.0
 Bayan-Ulgii, Infections,2022,22.0
 Bayan-Ulgii, Infections,2021,20.0
 Bayan-Ulgii, Infections,2020,22.0
 Bayan-Ulgii, Infections,2019,18.0
 Bayan-Ulgii, Infections,2018,1.0
 Bayan-Ulgii, Infections,2017,2.0
 Bayan-Ulgii, Infections,2016,2.0
 Bayan-Ulgii, Infections,2015,2.0
 Bayan-Ulgii, Tuberculosis,2025,
 Bayan-Ulgii, Tuberculosis,2024,0.0
 Bayan-Ulgii, Tuberculosis,2023,0.0
 Bayan-Ulgii, Tuberculosis,2022,0.0
 Bayan-Ulgii, Tuberculosis,2021,0.0
 Bayan-Ulgii, Tuberculosis,2020,0.0
 Bayan-Ulgii, Tuberculosis,2019,0.0
 Bayan-Ulgii, Tuberculosis,2018,0.0
 Bayan-Ulgii, Tuberculosis,2017,0.0
 Bayan-Ulgii, Tuberculosis,2016,0.0
 Bayan-Ulgii, Tuberculosis,2015,0.0
 Bayan-Ulgii, HIV/Venerology,2025,
 Bayan-Ulgii, HIV/Venerology,2024,0.0
 Bayan-Ulgii, HIV/Venerology,2023,0.0
 Bayan-Ulgii, HIV/Venerology,2022,0.0
 Bayan-Ulgii, HIV/Venerology,2021,0.0
 Bayan-Ulgii, HIV/Venerology,2020,0.0
 Bayan-Ulgii, HIV/Venerology,2019,0.0
 Bayan-Ulgii, HIV/Venerology,2018,1.0
 Bayan-Ulgii, HIV/Venerology,2017,1.0
 Bayan-Ulgii, HIV/Venerology,2016,1.0
 Bayan-Ulgii, HIV/Venerology,2015,1.0
 Bayan-Ulgii, Physiotherapists,2025,20.0
 Bayan-Ulgii, Physiotherapists,2024,18.0
 Bayan-Ulgii, Physiotherapists,2023,18.0
 Bayan-Ulgii, Physiotherapists,2022,11.0
 Bayan-Ulgii, Physiotherapists,2021,9.0
 Bayan-Ulgii, Physiotherapists,2020,7.0
 Bayan-Ulgii, Physiotherapists,2019,3.0
 Bayan-Ulgii, Physiotherapists,2018,8.0
 Bayan-Ulgii, Physiotherapists,2017,5.0
 Bayan-Ulgii, Physiotherapists,2016,6.0
 Bayan-Ulgii, Physiotherapists,2015,5.0
 Bayan-Ulgii, Palliative care,2025,10.0
 Bayan-Ulgii, Palliative care,2024,6.0
 Bayan-Ulgii, Palliative care,2023,5.0
 Bayan-Ulgii, Palliative care,2022,1.0
 Bayan-Ulgii, Palliative care,2021,1.0
 Bayan-Ulgii, Palliative care,2020,1.0
 Bayan-Ulgii, Palliative care,2019,1.0
 Bayan-Ulgii, Palliative care,2018,2.0
 Bayan-Ulgii, Palliative care,2017,2.0
 Bayan-Ulgii, Palliative care,2016,1.0
 Bayan-Ulgii, Palliative care,2015,1.0
 Bayan-Ulgii, Elderly,2025,
 Bayan-Ulgii, Elderly,2024,0.0
 Bayan-Ulgii, Elderly,2023,0.0
 Bayan-Ulgii, Elderly,2022,0.0
 Bayan-Ulgii, Elderly,2021,0.0
 Bayan-Ulgii, Elderly,2020,0.0
 Bayan-Ulgii, Elderly,2019,0.0
 Bayan-Ulgii, Elderly,2018,1.0
 Bayan-Ulgii, Elderly,2017,1.0
 Bayan-Ulgii, Elderly,2016,1.0
 Bayan-Ulgii, Elderly,2015,1.0
 Bayan-Ulgii, Traditional medicine doctor,2025,13.0
 Bayan-Ulgii, Traditional medicine doctor,2024,12.0
 Bayan-Ulgii, Traditional medicine doctor,2023,14.0
 Bayan-Ulgii, Traditional medicine doctor,2022,12.0
 Bayan-Ulgii, Traditional medicine doctor,2021,16.0
 Bayan-Ulgii, Traditional medicine doctor,2020,13.0
 Bayan-Ulgii, Traditional medicine doctor,2019,14.0
 Bayan-Ulgii, Traditional medicine doctor,2018,9.0
 Bayan-Ulgii, Traditional medicine doctor,2017,9.0
 Bayan-Ulgii, Traditional medicine doctor,2016,7.0
 Bayan-Ulgii, Traditional medicine doctor,2015,8.0
 Bayan-Ulgii, Dentist & stamatologist,2025,10.0
 Bayan-Ulgii, Dentist & stamatologist,2024,7.0
 Bayan-Ulgii, Dentist & stamatologist,2023,6.0
 Bayan-Ulgii, Dentist & stamatologist,2022,1.0
 Bayan-Ulgii, Dentist & stamatologist,2021,1.0
 Bayan-Ulgii, Dentist & stamatologist,2020,1.0
 Bayan-Ulgii, Dentist & stamatologist,2019,1.0
 Bayan-Ulgii, Dentist & stamatologist,2018,2.0
 Bayan-Ulgii, Dentist & stamatologist,2017,2.0
 Bayan-Ulgii, Dentist & stamatologist,2016,2.0
 Bayan-Ulgii, Dentist & stamatologist,2015,2.0
 Bayan-Ulgii, Other,2025,31.0
 Bayan-Ulgii, Other,2024,19.0
 Bayan-Ulgii, Other,2023,17.0
 Bayan-Ulgii, Other,2022,14.0
 Bayan-Ulgii, Other,2021,8.0
 Bayan-Ulgii, Other,2020,5.0
 Bayan-Ulgii, Other,2019,4.0
 Bayan-Ulgii, Other,2018,31.0
 Bayan-Ulgii, Other,2017,30.0
 Bayan-Ulgii, Other,2016,28.0
 Bayan-Ulgii, Other,2015,20.0
 Govi-Altai,Nurses-Total,2025,293.0
 Govi-Altai,Nurses-Total,2024,265.0
 Govi-Altai,Nurses-Total,2023,258.0
 Govi-Altai,Nurses-Total,2022,271.0
 Govi-Altai,Nurses-Total,2021,267.0
 Govi-Altai,Nurses-Total,2020,255.0
 Govi-Altai,Nurses-Total,2019,267.0
 Govi-Altai,Nurses-Total,2018,255.0
 Govi-Altai,Nurses-Total,2017,254.0
 Govi-Altai,Nurses-Total,2016,253.0
 Govi-Altai,Nurses-Total,2015,246.0
 Govi-Altai, General practitioners,2025,87.0
 Govi-Altai, General practitioners,2024,75.0
 Govi-Altai, General practitioners,2023,77.0
 Govi-Altai, General practitioners,2022,84.0
 Govi-Altai, General practitioners,2021,97.0
 Govi-Altai, General practitioners,2020,97.0
 Govi-Altai, General practitioners,2019,119.0
 Govi-Altai, General practitioners,2018,121.0
 Govi-Altai, General practitioners,2017,127.0
 Govi-Altai, General practitioners,2016,127.0
 Govi-Altai, General practitioners,2015,137.0
 Govi-Altai, Basic and specialized,2025,188.0
 Govi-Altai, Basic and specialized,2024,174.0
 Govi-Altai, Basic and specialized,2023,163.0
 Govi-Altai, Basic and specialized,2022,167.0
 Govi-Altai, Basic and specialized,2021,154.0
 Govi-Altai, Basic and specialized,2020,146.0
 Govi-Altai, Basic and specialized,2019,133.0
 Govi-Altai, Basic and specialized,2018,123.0
 Govi-Altai, Basic and specialized,2017,114.0
 Govi-Altai, Basic and specialized,2016,110.0
 Govi-Altai, Basic and specialized,2015,93.0
 Govi-Altai, Internists,2025,4.0
 Govi-Altai, Internists,2024,2.0
 Govi-Altai, Internists,2023,2.0
 Govi-Altai, Internists,2022,1.0
 Govi-Altai, Internists,2021,2.0
 Govi-Altai, Internists,2020,2.0
 Govi-Altai, Internists,2019,3.0
 Govi-Altai, Internists,2018,11.0
 Govi-Altai, Internists,2017,11.0
 Govi-Altai, Internists,2016,11.0
 Govi-Altai, Internists,2015,11.0
 Govi-Altai, Pediatrics,2025,32.0
 Govi-Altai, Pediatrics,2024,31.0
 Govi-Altai, Pediatrics,2023,29.0
 Govi-Altai, Pediatrics,2022,28.0
 Govi-Altai, Pediatrics,2021,35.0
 Govi-Altai, Pediatrics,2020,34.0
 Govi-Altai, Pediatrics,2019,36.0
 Govi-Altai, Pediatrics,2018,30.0
 Govi-Altai, Pediatrics,2017,11.0
 Govi-Altai, Pediatrics,2016,22.0
 Govi-Altai, Pediatrics,2015,28.0
 Govi-Altai, Surgical,2025,17.0
 Govi-Altai, Surgical,2024,12.0
 Govi-Altai, Surgical,2023,10.0
 Govi-Altai, Surgical,2022,13.0
 Govi-Altai, Surgical,2021,15.0
 Govi-Altai, Surgical,2020,15.0
 Govi-Altai, Surgical,2019,18.0
 Govi-Altai, Surgical,2018,11.0
 Govi-Altai, Surgical,2017,10.0
 Govi-Altai, Surgical,2016,12.0
 Govi-Altai, Surgical,2015,13.0
 Govi-Altai, Traumotologists,2025,5.0
 Govi-Altai, Traumotologists,2024,8.0
 Govi-Altai, Traumotologists,2023,7.0
 Govi-Altai, Traumotologists,2022,7.0
 Govi-Altai, Traumotologists,2021,6.0
 Govi-Altai, Traumotologists,2020,9.0
 Govi-Altai, Traumotologists,2019,5.0
 Govi-Altai, Traumotologists,2018,3.0
 Govi-Altai, Traumotologists,2017,4.0
 Govi-Altai, Traumotologists,2016,1.0
 Govi-Altai, Traumotologists,2015,1.0
 Govi-Altai, Сэхээн амьдруулахын,2025,
 Govi-Altai, Сэхээн амьдруулахын,2024,0.0
 Govi-Altai, Сэхээн амьдруулахын,2023,7.0
 Govi-Altai, Сэхээн амьдруулахын,2022,8.0
 Govi-Altai, Сэхээн амьдруулахын,2021,0.0
 Govi-Altai, Сэхээн амьдруулахын,2020,6.0
 Govi-Altai, Сэхээн амьдруулахын,2019,0.0
 Govi-Altai, Сэхээн амьдруулахын,2018,3.0
 Govi-Altai, Сэхээн амьдруулахын,2017,5.0
 Govi-Altai, Сэхээн амьдруулахын,2016,3.0
 Govi-Altai, Сэхээн амьдруулахын,2015,0.0
 Govi-Altai, Anaesthesiologists,2025,20.0
 Govi-Altai, Anaesthesiologists,2024,13.0
 Govi-Altai, Anaesthesiologists,2023,7.0
 Govi-Altai, Anaesthesiologists,2022,6.0
 Govi-Altai, Anaesthesiologists,2021,11.0
 Govi-Altai, Anaesthesiologists,2020,4.0
 Govi-Altai, Anaesthesiologists,2019,13.0
 Govi-Altai, Anaesthesiologists,2018,10.0
 Govi-Altai, Anaesthesiologists,2017,9.0
 Govi-Altai, Anaesthesiologists,2016,8.0
 Govi-Altai, Anaesthesiologists,2015,9.0
 Govi-Altai, Neurologists,2025,3.0
 Govi-Altai, Neurologists,2024,6.0
 Govi-Altai, Neurologists,2023,5.0
 Govi-Altai, Neurologists,2022,5.0
 Govi-Altai, Neurologists,2021,11.0
 Govi-Altai, Neurologists,2020,5.0
 Govi-Altai, Neurologists,2019,5.0
 Govi-Altai, Neurologists,2018,6.0
 Govi-Altai, Neurologists,2017,4.0
 Govi-Altai, Neurologists,2016,4.0
 Govi-Altai, Neurologists,2015,5.0
 Govi-Altai, Obstetrics & gynecologists,2025,0.0
 Govi-Altai, Obstetrics & gynecologists,2024,5.0
 Govi-Altai, Obstetrics & gynecologists,2023,1.0
 Govi-Altai, Obstetrics & gynecologists,2022,1.0
 Govi-Altai, Obstetrics & gynecologists,2021,5.0
 Govi-Altai, Obstetrics & gynecologists,2020,0.0
 Govi-Altai, Obstetrics & gynecologists,2019,0.0
 Govi-Altai, Obstetrics & gynecologists,2018,0.0
 Govi-Altai, Obstetrics & gynecologists,2017,12.0
 Govi-Altai, Obstetrics & gynecologists,2016,10.0
 Govi-Altai, Obstetrics & gynecologists,2015,2.0
 Govi-Altai, Oncologists,2025,7.0
 Govi-Altai, Oncologists,2024,2.0
 Govi-Altai, Oncologists,2023,2.0
 Govi-Altai, Oncologists,2022,2.0
 Govi-Altai, Oncologists,2021,3.0
 Govi-Altai, Oncologists,2020,4.0
 Govi-Altai, Oncologists,2019,3.0
 Govi-Altai, Oncologists,2018,2.0
 Govi-Altai, Oncologists,2017,1.0
 Govi-Altai, Oncologists,2016,0.0
 Govi-Altai, Oncologists,2015,1.0
 Govi-Altai, Psychiatrists,2025,4.0
 Govi-Altai, Psychiatrists,2024,5.0
 Govi-Altai, Psychiatrists,2023,4.0
 Govi-Altai, Psychiatrists,2022,4.0
 Govi-Altai, Psychiatrists,2021,5.0
 Govi-Altai, Psychiatrists,2020,5.0
 Govi-Altai, Psychiatrists,2019,5.0
 Govi-Altai, Psychiatrists,2018,3.0
 Govi-Altai, Psychiatrists,2017,5.0
 Govi-Altai, Psychiatrists,2016,5.0
 Govi-Altai, Psychiatrists,2015,5.0
 Govi-Altai, Ophtalmologists,2025,1.0
 Govi-Altai, Ophtalmologists,2024,1.0
 Govi-Altai, Ophtalmologists,2023,1.0
 Govi-Altai, Ophtalmologists,2022,1.0
 Govi-Altai, Ophtalmologists,2021,1.0
 Govi-Altai, Ophtalmologists,2020,1.0
 Govi-Altai, Ophtalmologists,2019,1.0
 Govi-Altai, Ophtalmologists,2018,1.0
 Govi-Altai, Ophtalmologists,2017,1.0
 Govi-Altai, Ophtalmologists,2016,1.0
 Govi-Altai, Ophtalmologists,2015,1.0
 Govi-Altai, Otorhinolaryngologists,2025,2.0
 Govi-Altai, Otorhinolaryngologists,2024,1.0
 Govi-Altai, Otorhinolaryngologists,2023,1.0
 Govi-Altai, Otorhinolaryngologists,2022,1.0
 Govi-Altai, Otorhinolaryngologists,2021,2.0
 Govi-Altai, Otorhinolaryngologists,2020,2.0
 Govi-Altai, Otorhinolaryngologists,2019,1.0
 Govi-Altai, Otorhinolaryngologists,2018,1.0
 Govi-Altai, Otorhinolaryngologists,2017,1.0
 Govi-Altai, Otorhinolaryngologists,2016,1.0
 Govi-Altai, Otorhinolaryngologists,2015,1.0
 Govi-Altai, Dermatologists,2025,5.0
 Govi-Altai, Dermatologists,2024,1.0
 Govi-Altai, Dermatologists,2023,1.0
 Govi-Altai, Dermatologists,2022,1.0
 Govi-Altai, Dermatologists,2021,1.0
 Govi-Altai, Dermatologists,2020,1.0
 Govi-Altai, Dermatologists,2019,18.0
 Govi-Altai, Dermatologists,2018,1.0
 Govi-Altai, Dermatologists,2017,0.0
 Govi-Altai, Dermatologists,2016,0.0
 Govi-Altai, Dermatologists,2015,0.0
 Govi-Altai, Infections,2025,37.0
 Govi-Altai, Infections,2024,27.0
 Govi-Altai, Infections,2023,28.0
 Govi-Altai, Infections,2022,30.0
 Govi-Altai, Infections,2021,27.0
 Govi-Altai, Infections,2020,21.0
 Govi-Altai, Infections,2019,11.0
 Govi-Altai, Infections,2018,17.0
 Govi-Altai, Infections,2017,17.0
 Govi-Altai, Infections,2016,15.0
 Govi-Altai, Infections,2015,9.0
 Govi-Altai, Tuberculosis,2025,
 Govi-Altai, Tuberculosis,2024,0.0
 Govi-Altai, Tuberculosis,2023,0.0
 Govi-Altai, Tuberculosis,2022,0.0
 Govi-Altai, Tuberculosis,2021,0.0
 Govi-Altai, Tuberculosis,2020,0.0
 Govi-Altai, Tuberculosis,2019,0.0
 Govi-Altai, Tuberculosis,2018,7.0
 Govi-Altai, Tuberculosis,2017,6.0
 Govi-Altai, Tuberculosis,2016,6.0
 Govi-Altai, Tuberculosis,2015,6.0
 Govi-Altai, HIV/Venerology,2025,
 Govi-Altai, HIV/Venerology,2024,0.0
 Govi-Altai, HIV/Venerology,2023,0.0
 Govi-Altai, HIV/Venerology,2022,0.0
 Govi-Altai, HIV/Venerology,2021,0.0
 Govi-Altai, HIV/Venerology,2020,0.0
 Govi-Altai, HIV/Venerology,2019,0.0
 Govi-Altai, HIV/Venerology,2018,1.0
 Govi-Altai, HIV/Venerology,2017,1.0
 Govi-Altai, HIV/Venerology,2016,1.0
 Govi-Altai, HIV/Venerology,2015,1.0
 Govi-Altai, Physiotherapists,2025,12.0
 Govi-Altai, Physiotherapists,2024,7.0
 Govi-Altai, Physiotherapists,2023,6.0
 Govi-Altai, Physiotherapists,2022,9.0
 Govi-Altai, Physiotherapists,2021,4.0
 Govi-Altai, Physiotherapists,2020,5.0
 Govi-Altai, Physiotherapists,2019,4.0
 Govi-Altai, Physiotherapists,2018,7.0
 Govi-Altai, Physiotherapists,2017,4.0
 Govi-Altai, Physiotherapists,2016,4.0
 Govi-Altai, Physiotherapists,2015,4.0
 Govi-Altai, Palliative care,2025,5.0
 Govi-Altai, Palliative care,2024,2.0
 Govi-Altai, Palliative care,2023,2.0
 Govi-Altai, Palliative care,2022,2.0
 Govi-Altai, Palliative care,2021,2.0
 Govi-Altai, Palliative care,2020,3.0
 Govi-Altai, Palliative care,2019,1.0
 Govi-Altai, Palliative care,2018,2.0
 Govi-Altai, Palliative care,2017,1.0
 Govi-Altai, Palliative care,2016,3.0
 Govi-Altai, Palliative care,2015,2.0
 Govi-Altai, Elderly,2025,
 Govi-Altai, Elderly,2024,0.0
 Govi-Altai, Elderly,2023,0.0
 Govi-Altai, Elderly,2022,0.0
 Govi-Altai, Elderly,2021,0.0
 Govi-Altai, Elderly,2020,0.0
 Govi-Altai, Elderly,2019,0.0
 Govi-Altai, Elderly,2018,1.0
 Govi-Altai, Elderly,2017,1.0
 Govi-Altai, Elderly,2016,0.0
 Govi-Altai, Elderly,2015,0.0
 Govi-Altai, Traditional medicine doctor,2025,13.0
 Govi-Altai, Traditional medicine doctor,2024,13.0
 Govi-Altai, Traditional medicine doctor,2023,14.0
 Govi-Altai, Traditional medicine doctor,2022,15.0
 Govi-Altai, Traditional medicine doctor,2021,14.0
 Govi-Altai, Traditional medicine doctor,2020,10.0
 Govi-Altai, Traditional medicine doctor,2019,12.0
 Govi-Altai, Traditional medicine doctor,2018,11.0
 Govi-Altai, Traditional medicine doctor,2017,11.0
 Govi-Altai, Traditional medicine doctor,2016,14.0
 Govi-Altai, Traditional medicine doctor,2015,13.0
 Govi-Altai, Dentist & stamatologist,2025,5.0
 Govi-Altai, Dentist & stamatologist,2024,3.0
 Govi-Altai, Dentist & stamatologist,2023,4.0
 Govi-Altai, Dentist & stamatologist,2022,5.0
 Govi-Altai, Dentist & stamatologist,2021,2.0
 Govi-Altai, Dentist & stamatologist,2020,2.0
 Govi-Altai, Dentist & stamatologist,2019,3.0
 Govi-Altai, Dentist & stamatologist,2018,0.0
 Govi-Altai, Dentist & stamatologist,2017,2.0
 Govi-Altai, Dentist & stamatologist,2016,2.0
 Govi-Altai, Dentist & stamatologist,2015,3.0
 Govi-Altai, Other,2025,34.0
 Govi-Altai, Other,2024,51.0
 Govi-Altai, Other,2023,50.0
 Govi-Altai, Other,2022,48.0
 Govi-Altai, Other,2021,35.0
 Govi-Altai, Other,2020,29.0
 Govi-Altai, Other,2019,9.0
 Govi-Altai, Other,2018,14.0
 Govi-Altai, Other,2017,17.0
 Govi-Altai, Other,2016,10.0
 Govi-Altai, Other,2015,1.0
 Zavkhan,Nurses-Total,2025,265.0
 Zavkhan,Nurses-Total,2024,305.0
 Zavkhan,Nurses-Total,2023,305.0
 Zavkhan,Nurses-Total,2022,283.0
 Zavkhan,Nurses-Total,2021,283.0
 Zavkhan,Nurses-Total,2020,281.0
 Zavkhan,Nurses-Total,2019,286.0
 Zavkhan,Nurses-Total,2018,281.0
 Zavkhan,Nurses-Total,2017,272.0
 Zavkhan,Nurses-Total,2016,280.0
 Zavkhan,Nurses-Total,2015,274.0
 Zavkhan, General practitioners,2025,77.0
 Zavkhan, General practitioners,2024,86.0
 Zavkhan, General practitioners,2023,92.0
 Zavkhan, General practitioners,2022,116.0
 Zavkhan, General practitioners,2021,95.0
 Zavkhan, General practitioners,2020,107.0
 Zavkhan, General practitioners,2019,113.0
 Zavkhan, General practitioners,2018,137.0
 Zavkhan, General practitioners,2017,138.0
 Zavkhan, General practitioners,2016,148.0
 Zavkhan, General practitioners,2015,138.0
 Zavkhan, Basic and specialized,2025,174.0
 Zavkhan, Basic and specialized,2024,199.0
 Zavkhan, Basic and specialized,2023,192.0
 Zavkhan, Basic and specialized,2022,151.0
 Zavkhan, Basic and specialized,2021,173.0
 Zavkhan, Basic and specialized,2020,160.0
 Zavkhan, Basic and specialized,2019,157.0
 Zavkhan, Basic and specialized,2018,125.0
 Zavkhan, Basic and specialized,2017,116.0
 Zavkhan, Basic and specialized,2016,116.0
 Zavkhan, Basic and specialized,2015,120.0
 Zavkhan, Internists,2025,1.0
 Zavkhan, Internists,2024,7.0
 Zavkhan, Internists,2023,4.0
 Zavkhan, Internists,2022,2.0
 Zavkhan, Internists,2021,5.0
 Zavkhan, Internists,2020,3.0
 Zavkhan, Internists,2019,3.0
 Zavkhan, Internists,2018,4.0
 Zavkhan, Internists,2017,2.0
 Zavkhan, Internists,2016,0.0
 Zavkhan, Internists,2015,3.0
 Zavkhan, Pediatrics,2025,29.0
