Type,Country,Year,value
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2024,15.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2023,22.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2022,11.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2021,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2017,
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2016,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2015,3.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2014,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2013,7.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2012,11.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2011,20.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2010,8.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2009,9.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2008,14.0
Motor cars and other motor vehicles principally designed for the transport of persons,Sweden,2007,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2025,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2024,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2023,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2022,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2018,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2017,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2016,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2015,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2014,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2013,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2012,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2011,2.0
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2010,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2009,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2008,
Motor cars and other motor vehicles principally designed for the transport of persons,Switzerland,2007,
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2025,7.0
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2024,7.0
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2023,4.0
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2022,1.0
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2021,
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2020,
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2019,
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2018,
Motor cars and other motor vehicles principally designed for the transport of persons,New Zealand,2017,
