subdivision,date,value
Manufacture of chemicals and chemical products,2018-12,10410.7
Manufacture of coke and refined petroleum products,2018-12,39.5
Manufacture of dairy products,2018-12,16289.4
"Manufacture of fabricated metal products, except machinery and equipment",2018-12,305.5
Manufacture of food products,2018-12,114055.2
Manufacture of furniture,2018-12,2242.8
"Manufacture of grain mill products, starches and starch products",2018-12,24869.1
Manufacture of leather and related products,2018-12,1787.1
Manufacture of other food products,2018-12,20573.6
Manufacture of other non-metallic mineral products,2018-12,5712.5
Manufacture of other transport equipment,2018-12,211.4
Manufacture of paper and paper products,2018-12,2400.8
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2018-12,2140.5
Manufacture of rubber and plastics products,2018-12,805.9
Manufacture of textiles,2018-12,26293.5
Manufacture of tobacco products,2018-12,2974.7
Manufacture of wearing apparel,2018-12,33293.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2018-12,992.4
Manufacturing,2018-12,280017.1
Mining and quarrying,2018-12,1024623.3
Mining of coal and lignite,2018-12,459999.8
Mining of metal ores,2018-12,444566.4
Mining support service activities,2018-12,27521.7
Other manufacturing,2018-12,1777.4
Other mining and quarrying,2018-12,14278.9
Printing and reproduction of recorded media,2018-12,3205.5
Processing and preserving of fruit and vegetables,2018-12,1187.4
Processing and preserving of meat,2018-12,51135.7
Remediation activities and other waste management services,2018-12,398.5
Total,2018-12,1417261.5
"Waste collection, treatment and disposal activities; materials recovery",2018-12,1530.4
"Water collection, treatment and supply",2018-12,6875.7
"Water supply; sewerage, waste management and remediation activities",2018-12,8804.6
"Electricity, gas, steam and air conditioning supply",2019-01,109768.5
"Electricity, gas, steam and air conditioning supply",2019-01,109768.5
Extraction of crude petroleum and natural gas,2019-01,78768.0
Manufacture of basic metals,2019-01,18135.0
Manufacture of beverages,2019-01,60807.1
Manufacture of chemicals and chemical products,2019-01,8661.0
Manufacture of coke and refined petroleum products,2019-01,1415.3
Manufacture of dairy products,2019-01,17692.6
"Manufacture of fabricated metal products, except machinery and equipment",2019-01,212.5
Manufacture of food products,2019-01,86141.0
Manufacture of furniture,2019-01,2615.1
"Manufacture of grain mill products, starches and starch products",2019-01,24468.3
Manufacture of leather and related products,2019-01,1172.4
Manufacture of other food products,2019-01,15919.9
Manufacture of other non-metallic mineral products,2019-01,5149.6
Manufacture of other transport equipment,2019-01,306.0
Manufacture of paper and paper products,2019-01,2800.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-01,2217.9
Manufacture of rubber and plastics products,2019-01,710.8
Manufacture of textiles,2019-01,11218.9
Manufacture of tobacco products,2019-01,1893.8
Manufacture of wearing apparel,2019-01,28810.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-01,589.3
Manufacturing,2019-01,237871.8
Mining and quarrying,2019-01,976064.0
Mining of coal and lignite,2019-01,422021.2
Mining of metal ores,2019-01,447452.8
Mining support service activities,2019-01,19468.8
Other manufacturing,2019-01,2118.1
Other mining and quarrying,2019-01,8353.2
Printing and reproduction of recorded media,2019-01,2897.6
Processing and preserving of fruit and vegetables,2019-01,1333.0
Processing and preserving of meat,2019-01,26727.1
Remediation activities and other waste management services,2019-01,663.0
Total,2019-01,1383301.9
"Waste collection, treatment and disposal activities; materials recovery",2019-01,52679.2
"Water collection, treatment and supply",2019-01,6255.5
"Water supply; sewerage, waste management and remediation activities",2019-01,59597.7
"Electricity, gas, steam and air conditioning supply",2019-02,106497.9
"Electricity, gas, steam and air conditioning supply",2019-02,106497.9
Extraction of crude petroleum and natural gas,2019-02,73728.3
Manufacture of basic metals,2019-02,16799.6
Manufacture of beverages,2019-02,41857.1
Manufacture of chemicals and chemical products,2019-02,10065.7
Manufacture of coke and refined petroleum products,2019-02,1601.7
Manufacture of dairy products,2019-02,14499.1
"Manufacture of fabricated metal products, except machinery and equipment",2019-02,247.5
Manufacture of food products,2019-02,47308.1
Manufacture of furniture,2019-02,1368.2
"Manufacture of grain mill products, starches and starch products",2019-02,10511.9
Manufacture of leather and related products,2019-02,1170.8
Manufacture of other food products,2019-02,12740.1
Manufacture of other non-metallic mineral products,2019-02,2941.4
Manufacture of other transport equipment,2019-02,250.0
Manufacture of paper and paper products,2019-02,2460.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-02,2183.2
Manufacture of rubber and plastics products,2019-02,767.0
Manufacture of textiles,2019-02,7069.4
Manufacture of tobacco products,2019-02,0.0
Manufacture of wearing apparel,2019-02,27151.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-02,645.3
Manufacturing,2019-02,167080.6
Mining and quarrying,2019-02,950769.8
Mining of coal and lignite,2019-02,448273.8
Mining of metal ores,2019-02,405450.8
Mining support service activities,2019-02,15431.3
Other manufacturing,2019-02,1324.7
Other mining and quarrying,2019-02,7885.6
Printing and reproduction of recorded media,2019-02,1868.8
Processing and preserving of fruit and vegetables,2019-02,1296.2
Processing and preserving of meat,2019-02,8260.9
Remediation activities and other waste management services,2019-02,641.7
Total,2019-02,1284130.9
"Waste collection, treatment and disposal activities; materials recovery",2019-02,52823.0
"Water collection, treatment and supply",2019-02,6317.9
"Water supply; sewerage, waste management and remediation activities",2019-02,59782.7
"Electricity, gas, steam and air conditioning supply",2019-03,99345.3
"Electricity, gas, steam and air conditioning supply",2019-03,99345.3
Extraction of crude petroleum and natural gas,2019-03,85639.6
Manufacture of basic metals,2019-03,13090.2
Manufacture of beverages,2019-03,56313.7
Manufacture of chemicals and chemical products,2019-03,10951.8
Manufacture of coke and refined petroleum products,2019-03,1595.8
Manufacture of dairy products,2019-03,17945.9
"Manufacture of fabricated metal products, except machinery and equipment",2019-03,241.8
Manufacture of food products,2019-03,66418.1
Manufacture of furniture,2019-03,597.1
"Manufacture of grain mill products, starches and starch products",2019-03,15027.0
Manufacture of leather and related products,2019-03,2015.0
Manufacture of other food products,2019-03,16393.0
Manufacture of other non-metallic mineral products,2019-03,18244.3
Manufacture of other transport equipment,2019-03,306.9
Manufacture of paper and paper products,2019-03,2610.4
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-03,3662.1
Manufacture of rubber and plastics products,2019-03,994.3
Manufacture of textiles,2019-03,9931.7
Manufacture of tobacco products,2019-03,1338.8
Manufacture of wearing apparel,2019-03,30588.6
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-03,817.8
Manufacturing,2019-03,223625.4
Mining and quarrying,2019-03,1070739.1
Mining of coal and lignite,2019-03,494134.2
Mining of metal ores,2019-03,461720.9
Mining support service activities,2019-03,21433.9
Other manufacturing,2019-03,1668.4
Other mining and quarrying,2019-03,7810.5
Printing and reproduction of recorded media,2019-03,2238.7
Processing and preserving of fruit and vegetables,2019-03,2692.1
Processing and preserving of meat,2019-03,14360.1
Remediation activities and other waste management services,2019-03,781.1
Total,2019-03,1451785.2
"Waste collection, treatment and disposal activities; materials recovery",2019-03,51018.9
"Water collection, treatment and supply",2019-03,6275.4
"Water supply; sewerage, waste management and remediation activities",2019-03,58075.4
"Electricity, gas, steam and air conditioning supply",2019-04,96171.9
"Electricity, gas, steam and air conditioning supply",2019-04,96171.9
Extraction of crude petroleum and natural gas,2019-04,91572.5
Manufacture of basic metals,2019-04,22592.8
Manufacture of beverages,2019-04,58408.1
Manufacture of chemicals and chemical products,2019-04,9897.3
Manufacture of coke and refined petroleum products,2019-04,1588.1
Manufacture of dairy products,2019-04,20388.2
"Manufacture of fabricated metal products, except machinery and equipment",2019-04,237.7
Manufacture of food products,2019-04,70216.6
Manufacture of furniture,2019-04,1343.7
"Manufacture of grain mill products, starches and starch products",2019-04,16121.2
Manufacture of leather and related products,2019-04,2543.4
Manufacture of other food products,2019-04,18033.9
Manufacture of other non-metallic mineral products,2019-04,23538.8
Manufacture of other transport equipment,2019-04,360.1
Manufacture of paper and paper products,2019-04,2777.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-04,2719.8
Manufacture of rubber and plastics products,2019-04,1389.7
Manufacture of textiles,2019-04,51173.0
Manufacture of tobacco products,2019-04,1712.4
Manufacture of wearing apparel,2019-04,32449.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-04,809.8
Manufacturing,2019-04,288902.2
Mining and quarrying,2019-04,1070947.7
Mining of coal and lignite,2019-04,423253.7
Mining of metal ores,2019-04,525766.4
Mining support service activities,2019-04,21068.1
Other manufacturing,2019-04,1687.6
Other mining and quarrying,2019-04,9287.0
Printing and reproduction of recorded media,2019-04,3456.3
Processing and preserving of fruit and vegetables,2019-04,1675.3
Processing and preserving of meat,2019-04,13998.1
Remediation activities and other waste management services,2019-04,667.2
Total,2019-04,1513297.8
"Waste collection, treatment and disposal activities; materials recovery",2019-04,50046.7
"Water collection, treatment and supply",2019-04,6562.0
"Water supply; sewerage, waste management and remediation activities",2019-04,57275.9
"Electricity, gas, steam and air conditioning supply",2019-05,83107.7
"Electricity, gas, steam and air conditioning supply",2019-05,83107.7
Extraction of crude petroleum and natural gas,2019-05,90569.7
Manufacture of basic metals,2019-05,24704.1
Manufacture of beverages,2019-05,67147.2
Manufacture of chemicals and chemical products,2019-05,11241.9
Manufacture of coke and refined petroleum products,2019-05,3187.6
Manufacture of dairy products,2019-05,18288.2
"Manufacture of fabricated metal products, except machinery and equipment",2019-05,307.8
Manufacture of food products,2019-05,71536.1
Manufacture of furniture,2019-05,1818.1
"Manufacture of grain mill products, starches and starch products",2019-05,15607.5
Manufacture of leather and related products,2019-05,1972.0
Manufacture of other food products,2019-05,19359.1
