Statistical indicator,Division,Year,value
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2007,3.4
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2006,-0.5
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2005,3.6
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2004,2.0
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2003,-2.4
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2002,1.0
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2001,-6.2
" Annual changes, by percent", Public administration and defence; compulsory social insurance,2000,1.6
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1999,-2.7
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1998,-0.2
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1997,3.1
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1996,1.8
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1995,-78.0
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1994,5.9
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1993,0.2
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1992,5.5
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1991,18.6
" Annual changes, by percent", Public administration and defence; compulsory social insurance,1990,
" Annual changes, by percent", Education services,2025,2.91
" Annual changes, by percent", Education services,2024,2.78
" Annual changes, by percent", Education services,2023,2.52
" Annual changes, by percent", Education services,2022,11.36
" Annual changes, by percent", Education services,2021,-0.04
" Annual changes, by percent", Education services,2020,-3.2
" Annual changes, by percent", Education services,2019,6.16
" Annual changes, by percent", Education services,2018,3.57
" Annual changes, by percent", Education services,2017,2.92
" Annual changes, by percent", Education services,2016,0.03
" Annual changes, by percent", Education services,2015,-0.67
" Annual changes, by percent", Education services,2014,1.6
" Annual changes, by percent", Education services,2013,1.3
" Annual changes, by percent", Education services,2012,1.1
" Annual changes, by percent", Education services,2011,0.8
" Annual changes, by percent", Education services,2010,-1.1
" Annual changes, by percent", Education services,2009,4.2
" Annual changes, by percent", Education services,2008,6.3
" Annual changes, by percent", Education services,2007,0.9
" Annual changes, by percent", Education services,2006,3.5
" Annual changes, by percent", Education services,2005,-4.8
" Annual changes, by percent", Education services,2004,-9.6
" Annual changes, by percent", Education services,2003,-6.9
" Annual changes, by percent", Education services,2002,4.3
" Annual changes, by percent", Education services,2001,1.9
" Annual changes, by percent", Education services,2000,1.5
" Annual changes, by percent", Education services,1999,4.6
" Annual changes, by percent", Education services,1998,6.1
" Annual changes, by percent", Education services,1997,4.9
" Annual changes, by percent", Education services,1996,2.8
" Annual changes, by percent", Education services,1995,
" Annual changes, by percent", Education services,1994,
" Annual changes, by percent", Education services,1993,
" Annual changes, by percent", Education services,1992,
" Annual changes, by percent", Education services,1991,
" Annual changes, by percent", Education services,1990,
" Annual changes, by percent", Human health and social work activities,2025,1.01
" Annual changes, by percent", Human health and social work activities,2024,5.23
" Annual changes, by percent", Human health and social work activities,2023,2.08
" Annual changes, by percent", Human health and social work activities,2022,4.85
" Annual changes, by percent", Human health and social work activities,2021,8.84
" Annual changes, by percent", Human health and social work activities,2020,5.8
" Annual changes, by percent", Human health and social work activities,2019,11.36
" Annual changes, by percent", Human health and social work activities,2018,6.97
" Annual changes, by percent", Human health and social work activities,2017,2.53
" Annual changes, by percent", Human health and social work activities,2016,-3.6
" Annual changes, by percent", Human health and social work activities,2015,1.91
" Annual changes, by percent", Human health and social work activities,2014,9.4
" Annual changes, by percent", Human health and social work activities,2013,7.6
" Annual changes, by percent", Human health and social work activities,2012,2.1
" Annual changes, by percent", Human health and social work activities,2011,-9.3
" Annual changes, by percent", Human health and social work activities,2010,4.7
" Annual changes, by percent", Human health and social work activities,2009,2.9
" Annual changes, by percent", Human health and social work activities,2008,4.7
" Annual changes, by percent", Human health and social work activities,2007,9.4
" Annual changes, by percent", Human health and social work activities,2006,8.3
" Annual changes, by percent", Human health and social work activities,2005,3.2
" Annual changes, by percent", Human health and social work activities,2004,0.9
" Annual changes, by percent", Human health and social work activities,2003,-3.5
" Annual changes, by percent", Human health and social work activities,2002,2.7
" Annual changes, by percent", Human health and social work activities,2001,2.5
" Annual changes, by percent", Human health and social work activities,2000,-0.7
" Annual changes, by percent", Human health and social work activities,1999,1.6
" Annual changes, by percent", Human health and social work activities,1998,1.0
" Annual changes, by percent", Human health and social work activities,1997,3.3
" Annual changes, by percent", Human health and social work activities,1996,3.1
" Annual changes, by percent", Human health and social work activities,1995,
" Annual changes, by percent", Human health and social work activities,1994,
" Annual changes, by percent", Human health and social work activities,1993,
" Annual changes, by percent", Human health and social work activities,1992,
" Annual changes, by percent", Human health and social work activities,1991,
" Annual changes, by percent", Human health and social work activities,1990,
" Annual changes, by percent"," Arts, entertainment and recreation",2025,5.66
" Annual changes, by percent"," Arts, entertainment and recreation",2024,10.12
" Annual changes, by percent"," Arts, entertainment and recreation",2023,7.33
" Annual changes, by percent"," Arts, entertainment and recreation",2022,22.59
" Annual changes, by percent"," Arts, entertainment and recreation",2021,2.31
" Annual changes, by percent"," Arts, entertainment and recreation",2020,-1.2
" Annual changes, by percent"," Arts, entertainment and recreation",2019,5.01
" Annual changes, by percent"," Arts, entertainment and recreation",2018,2.07
" Annual changes, by percent"," Arts, entertainment and recreation",2017,9.04
" Annual changes, by percent"," Arts, entertainment and recreation",2016,0.67
" Annual changes, by percent"," Arts, entertainment and recreation",2015,3.47
" Annual changes, by percent"," Arts, entertainment and recreation",2014,0.2
