id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Барилгын зориулалт,"Барилга, байгууламжийн нэр",Архитектур төлөвлөлтийн даалгаврын дугаар,Дүүрэг,Хороо,Хаягийн бүс,Гудамж
124317,ТАЗ1620597620001,198-р цэцэрлэгийн зүүн талаар авто зам,Polygon,106.88032,47.921374,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,198-р цэцэрлэгийн зүүн талаар авто зам,МЗХ2021/05-098,,,,
124319,ТАЗ1620664307001,10-р байрны орчим авто зам,Polygon,106.873112,47.921279,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,10-р байрны орчим авто зам,МЗХ2021/05-099,,,,
124364,ТАЗ1623664424001,"Орон сууц, үйлчилгээний цогцолбор",MultiPolygon,106.880416,47.9051,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Орон сууц, үйлчилгээний цогцолбор",МЗХ2021/06-042,,,,
124368,ТАЗ1623682263001,Албан контор,Polygon,106.857456,47.912263,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Албан контор,МЗХ2021/06-037,,,,
124376,ТАЗ1624206960001,Авто зам,Polygon,106.828641,47.901649,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Авто зам,МЗХ2021/09-028,,,,
124381,ТАЗ1624877809001,Гандан нэгж хорооллын Орхоны 8-11 гудамж,Polygon,106.893856,47.920383,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Гандан нэгж хорооллын Орхоны 8-11 гудамж,,,,,
124484,ТАЗ1639988947001,авто зам,Polygon,106.785896,47.882886,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,авто зам,МЗХ2021/25-032,,,,
124485,ТАЗ1639989625001,авто зам,Polygon,106.785896,47.882886,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,авто зам,МЗХ2021/25-032,,,,
124486,ТАЗ1640000393001,Гурвалжингийн гүүрний баруун талаас 54-р байр хүрт,Polygon,106.85346,47.905844,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Гурвалжингийн гүүрний баруун талаас 54-р байр хүрт,МЗХ2021/25-033,,,,
124510,ТАЗ1645556000001,Барилга,Polygon,106.893238,47.904235,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Алтай хотхоны зүүн талын автобусны буудлын явган з,,,,,
124511,ТАЗ1645557181001,"Зам, замын байгууламж",Polygon,106.882746,47.922742,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Зам, замын байгууламж",БХБХ2022/01-021,,,,
124512,ТАЗ1645563232001,Явган зорчигчийн гүүрэнэ гарц,Polygon,106.899685,47.908144,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Явган зорчигчийн гүүрэнэ гарц,БХБХ2022/01-010,,,,
124514,ТАЗ1645607013001,"Зам, замын байгууламж /Авто зогсоол/",Polygon,106.892964,47.913613,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Онгоцны буудал,",",БХБХ2022/01-021,,,,
124519,ТАЗ1646045290001,,Polygon,106.765546,47.918137,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Дэд өртөө,БХБХ2022/01-032,,,,
124521,ТАЗ1646045796001,,Polygon,106.765546,47.918137,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,Дэд өртөө,БХБХ2022/01-032,,,,
124522,ТАЗ1646045874001,,Polygon,106.765546,47.918137,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",,,БХБХ2022/01-032,,,,
124543,ТАЗ1645556208001,"Зам, замын байгууламж",Polygon,106.882648,47.923114,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Зам, замын байгууламж",БХБХ2022/01-021,,,,
124544,ТАЗ1645557308001,Барилга,Polygon,106.893238,47.904235,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Барилга,,,,,
124548,ТАЗ1648022291001,Наадамчдын авто замаас Энхтайваны өргөн чөлөө хүрт,Polygon,106.83122,47.903915,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын авто замаас Энхтайваны өргөн чөлөө хүрт,БХБХ2022/01-022,,,,
124549,ТАЗ1648022656001,,Polygon,106.83088,47.911426,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын авто замаас Энхтайваны өргөн чөлөө хүрт,БХБХ2022/01-022,,,,
124550,ТАЗ1648023022001,,Polygon,106.83088,47.911426,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын авто замаас Энхтайваны өргөн чөлөө хүрт,БХБХ2022/01-022,,,,
124551,ТАЗ1648023133001,,Polygon,106.83088,47.911426,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,Наадамчдын авто замаас Энхтайваны өргөн чөлөө,МЗХ2022/01-022,,,,
124571,ТАЗ1649878620001,"Авто зам, замын байгууламж",Polygon,106.862128,47.917716,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МХЗ2022/09-,,,,
124572,ТАЗ1649884618001,"Авто зам, замын байгууламж",Polygon,106.885017,47.915979,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МЗХ2022/09-000,,,,
124573,ТАЗ1649887037001,"Авто зам, замын байгууламж",Polygon,106.888858,47.913783,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МЗХ2022/09-000,,,,
124574,ТАЗ1649902845001,"Авто зам, замын байгууламж",Polygon,106.861205,47.916247,"Авто зам, замын байгууламжийн архитектур төлөвлөлтийн даалгавар",Авто замын барилга,"Авто зам, замын байгууламж",МЗХ2022/09-057,,,,
